"2939","denerwować",denerwuje,denerwuj,denerwować,イライラする,irritate,denomitive,aorist,0,0
"2940","denuncjować",denuncjuje,denuncjuj,denuncjować,非難する,denounce,denomitive,aorist,0,0
"2941","depeszować",depeszuje,depeszuj,depeszować,ケーブル,cable,denomitive,aorist,0,0
"2942","depilować",depiluje,depiluj,depilować,脱毛する,depilate,denomitive,aorist,0,0
"2943","deponować",deponuje,deponuj,deponować,デポジット,deposit,denomitive,aorist,0,0
"2944","deportować",deportuje,deportuj,deportować,デポート,deport,denomitive,aorist,0,0
"2945","deprawować",deprawuje,deprawuj,deprawować,変態,pervert,denomitive,aorist,0,0
"2946","deprecjonować",deprecjonuje,deprecjonuj,deprecjonować,減価,depreciate,denomitive,aorist,0,0
"2947","deprymować",deprymuje,deprymuj,deprymować,押し下げる,depress,denomitive,aorist,0,0
"2948","derogować",deroguje,deroguj,derogować,デロゲート,derogate,denomitive,aorist,0,0
"2949","destylować",destyluje,destyluj,destylować,蒸留する,distil,denomitive,aorist,0,0
"2950","desygnować",desygnuje,desygnuj,desygnować,指定する,designate,denomitive,aorist,0,0
"2951","determinować",determinuje,determinuj,determinować,決定,determine,denomitive,aorist,0,0
"2952","detonować",detonuje,detonuj,detonować,爆轟させる,detonate,denomitive,aorist,0,0
"2953","detronizować",detronizuje,detronizuj,detronizować,デスローン,dethrone,denomitive,aorist,0,0
"2954","dewaluować",dewaluuje,dewaluuj,dewaluować,評価を下げる,devaluate,denomitive,aorist,0,0
"2955","dewastować",dewastuje,dewastuj,dewastować,荒廃,devastate,denomitive,aorist,0,0
"2956","dezaktualizować",dezaktualizuje,dezaktualizuj,dezaktualizować,時代遅れ,out of date,denomitive,aorist,0,0
"2957","dezaktywować",dezaktywuje,dezaktywuj,dezaktywować,非アクティブ化,deactivate,denomitive,aorist,0,0
"2958","dezawuować",dezawuuje,dezawuuj,dezawuować,否認する,disavow,denomitive,aorist,0,0
"2959","dezelować",dezeluje,dezeluj,dezelować,気を散らす,distract,denomitive,aorist,0,0
"2960","dezerterować",dezerteruje,dezerteruj,dezerterować,荒野,desert,denomitive,aorist,0,0
"2961","dezorganizować",dezorganizuje,dezorganizuj,dezorganizować,混乱させる,disorganize,denomitive,aorist,0,0
"2962","dezorientować",dezorientuje,dezorientuj,dezorientować,混乱,confuse,denomitive,aorist,0,0
"2963","dezynfekować",dezynfekuje,dezynfekuj,dezynfekować,消毒,disinfect,denomitive,aorist,0,0
"2964","diagnozować",diagnozuje,diagnozuj,diagnozować,診断する,diagnose,denomitive,aorist,0,0
"2965","dialektyzować",dialektyzuje,dialektyzuj,dialektyzować,方言化,dialectize,denomitive,aorist,0,0
"2966","digitalizować",digitalizuje,digitalizuj,digitalizować,デジタル化,digitize,denomitive,aorist,0,0
"2967","dissować",dissuje,dissuj,dissować,溶解する,dissolve,denomitive,aorist,0,0
"2968","dokować",dokuje,dokuj,dokować,ドック,dock,denomitive,aorist,0,0
"2969","dokumentować",dokumentuje,dokumentuj,dokumentować,資料,document,denomitive,aorist,0,0
"2970","domieszkować",domieszkuje,domieszkuj,domieszkować,ドープ,dope,denomitive,aorist,0,0
"2971","dominować",dominuje,dominuj,dominować,支配する,dominate,denomitive,aorist,0,0
"2972","dopingować",dopinguje,dopinguj,dopingować,応援,cheer,denomitive,aorist,0,0
"2973","dostępować",dostępuje,dostępuj,dostępować,アクセスするために,to access,denomitive,aorist,0,0
"2974","dotować",dotuje,dotuj,dotować,助成,subsidize,denomitive,aorist,0,0
"2975","dowcipkować",dowcipkuje,dowcipkuj,dowcipkować,ジョーク,joke,denomitive,aorist,0,0
"2976","dozorować",dozoruje,dozoruj,dozorować,監督する,supervise,denomitive,aorist,0,0
"2977","dozować",dozuje,dozuj,dozować,用量,dose,denomitive,aorist,0,0
"2978","dołować",dołuje,dołuj,dołować,ピット,pit,denomitive,aorist,0,0
"2979","dramatyzować",dramatyzuje,dramatyzuj,dramatyzować,脚色する,dramatize,denomitive,aorist,0,0
"2980","drapować",drapuje,drapuj,drapować,ドレープ,drape,denomitive,aorist,0,0
"2981","drenować",drenuje,drenuj,drenować,溝,ditch,denomitive,aorist,0,0
"2982","drukować",drukuje,drukuj,drukować,印刷,print,denomitive,aorist,0,0
"2983","dryfować",dryfuje,dryfuj,dryfować,ドリフト,drift,denomitive,aorist,0,0
"2984","drylować",dryluje,dryluj,drylować,結石,stone,denomitive,aorist,0,0
"2985","dubbingować",dubbinguje,dubbinguj,dubbingować,ダブ,dub,denomitive,aorist,0,0
"2986","duplikować",duplikuje,duplikuj,duplikować,複製,duplicate,denomitive,aorist,0,0
"2987","dworować",dworuje,dworuj,dworować,嘲笑,ridicule,denomitive,aorist,0,0
"2988","dyktować",dyktuje,dyktuj,dyktować,口述する,dictate,denomitive,aorist,0,0
"2989","dynamizować",dynamizuje,dynamizuj,dynamizować,作動させる,actuate,denomitive,aorist,0,0
"2990","dyrygować",dyryguje,dyryguj,dyrygować,実施する,to conduct,denomitive,aorist,0,0
"2991","dyskredytować",dyskredytuje,dyskredytuj,dyskredytować,信用を傷つける,discredit,denomitive,aorist,0,0
"2992","dyskutować",dyskutuje,dyskutuj,dyskutować,話し合います,discuss,denomitive,aorist,0,0
"2993","dysponować",dysponuje,dysponuj,dysponować,持つため,to have,denomitive,aorist,0,0
"2994","dysputować",dysputuje,dysputuj,dysputować,紛争,dispute,denomitive,aorist,0,0
"2995","dystansować",dystansuje,dystansuj,dystansować,距離,distance,denomitive,aorist,0,0
"2996","dystrybuować",dystrybuuje,dystrybuuj,dystrybuować,配布する,to distribute,denomitive,aorist,0,0
"2997","dywagować",dywaguje,dywaguj,dywagować,検討,consider,denomitive,aorist,0,0
"2998","dywersyfikować",dywersyfikuje,dywersyfikuj,dywersyfikować,多様化,diversify,denomitive,aorist,0,0
"2999","dziesionować",dziesionuje,dziesionuj,dziesionować,間引,decimate,denomitive,aorist,0,0
"3000","dziesiątkować",dziesiątkuje,dziesiątkuj,dziesiątkować,間引,decimate,denomitive,aorist,0,0
"3001","dziwować",dziwuje,dziwuj,dziwować,不思議,wonder,denomitive,aorist,0,0
"3002","dziękować",dziękuje,dziękuj,dziękować,感謝,thank,denomitive,aorist,0,0
"3003","dżezować",dżezuje,dżezuj,dżezować,ジャズ,jazz,denomitive,aorist,0,0
"3004","edukować",edukuje,edukuj,edukować,教育する,educate,denomitive,aorist,0,0
"3005","edytować",edytuje,edytuj,edytować,編集,edit,denomitive,aorist,0,0
"3006","egzaminować",egzaminuje,egzaminuj,egzaminować,診る,examine,denomitive,aorist,0,0
"3007","egzekwować",egzekwuje,egzekwuj,egzekwować,強制する,enforce,denomitive,aorist,0,0
"3008","egzystować",egzystuje,egzystuj,egzystować,存在,exist,denomitive,aorist,0,0
"3009","ejakulować",ejakuluje,ejakuluj,ejakulować,射精する,ejaculate,denomitive,aorist,0,0
"3010","ekscytować",ekscytuje,ekscytuj,ekscytować,エキサイト,excite,denomitive,aorist,0,0
"3011","ekshumować",ekshumuje,ekshumuj,ekshumować,掘り出す,exhume,denomitive,aorist,0,0
"3012","ekskomunikować",ekskomunikuje,ekskomunikuj,ekskomunikować,連絡する,excommunicate,denomitive,aorist,0,0
"3013","eksmitować",eksmituje,eksmituj,eksmitować,evict,evict,denomitive,aorist,0,0
"3014","ekspandować",ekspanduje,ekspanduj,ekspandować,拡大,expand,denomitive,aorist,0,0
"3015","eksperymentować",eksperymentuje,eksperymentuj,eksperymentować,実験,experiment,denomitive,aorist,0,0
"3016","eksplikować",eksplikuje,eksplikuj,eksplikować,説明する,explicate,denomitive,aorist,0,0
"3017","eksploatować",eksploatuje,eksploatuj,eksploatować,操作する,operate,denomitive,aorist,0,0
"3018","eksplodować",eksploduje,eksploduj,eksplodować,爆発する,explode,denomitive,aorist,0,0
"3019","eksplorować",eksploruje,eksploruj,eksplorować,見る,explore,denomitive,aorist,0,0
"3020","eksponować",eksponuje,eksponuj,eksponować,公開,expose,denomitive,aorist,0,0
"3021","eksportować",eksportuje,eksportuj,eksportować,書き出す,export,denomitive,aorist,0,0
"3022","eksterminować",eksterminuje,eksterminuj,eksterminować,絶滅する,exterminate,denomitive,aorist,0,0
"3023","ekstradować",ekstraduje,ekstraduj,ekstradować,引き渡す,extradite,denomitive,aorist,0,0
"3024","ekstrahować",ekstrahuje,ekstrahuj,ekstrahować,エキス,extract,denomitive,aorist,0,0
"3025","ekstrapolować",ekstrapoluje,ekstrapoluj,ekstrapolować,外挿,extrapolate,denomitive,aorist,0,0
"3026","ekwipować",ekwipuje,ekwipuj,ekwipować,装備,equip,denomitive,aorist,0,0
"3027","elaborować",elaboruje,elaboruj,elaborować,手の込んだ,elaborate,denomitive,aorist,0,0
"3028","elektryfikować",elektryfikuje,elektryfikuj,elektryfikować,電化,electrify,denomitive,aorist,0,0
"3029","elektryzować",elektryzuje,elektryzuj,elektryzować,電化,electrify,denomitive,aorist,0,0
"3030","eliminować",eliminuje,eliminuj,eliminować,排除,eliminate,denomitive,aorist,0,0
"3031","emaliować",emaliuje,emaliuj,emaliować,エナメル,enamel,denomitive,aorist,0,0
"3032","emancypować",emancypuje,emancypuj,emancypować,解放する,emancipate,denomitive,aorist,0,0
"3033","emanować",emanuje,emanuj,emanować,発散,emanate,denomitive,aorist,0,0
"3034","emigrować",emigruje,emigruj,emigrować,移住する,emigrate,denomitive,aorist,0,0
"3035","emitować",emituje,emituj,emitować,放射する,radiate,denomitive,aorist,0,0
"3036","emulować",emuluje,emuluj,emulować,エミュレートする,emulate,denomitive,aorist,0,0
"3037","epatować",epatuje,epatuj,epatować,まばゆい,dazzle,denomitive,aorist,0,0
"3038","erodować",eroduje,eroduj,erodować,侵食,erode,denomitive,aorist,0,0
"3039","erotyzować",erotyzuje,erotyzuj,erotyzować,エロティック化,eroticize,denomitive,aorist,0,0
"3040","eskalować",eskaluje,eskaluj,eskalować,エスカレート,escalate,denomitive,aorist,0,0
"3041","eskortować",eskortuje,eskortuj,eskortować,護衛,escort,denomitive,aorist,0,0
"3042","estymować",estymuje,estymuj,estymować,見積もり,estimate,denomitive,aorist,0,0
"3043","ewakuować",ewakuuje,ewakuuj,ewakuować,隔離,evacuate,denomitive,aorist,0,0
"3044","ewaluować",ewaluuje,ewaluuj,ewaluować,評価,evaluate,denomitive,aorist,0,0
"3045","ewangelizować",ewangelizuje,ewangelizuj,ewangelizować,伝道する,evangelize,denomitive,aorist,0,0
"3046","ewidencjonować",ewidencjonuje,ewidencjonuj,ewidencjonować,記録,record,denomitive,aorist,0,0
"3047","ewokować",ewokuje,ewokuj,ewokować,呼び起こす,evoke,denomitive,aorist,0,0
"3048","ewoluować",ewoluuje,ewoluuj,ewoluować,進化,evolve,denomitive,aorist,0,0
"3049","fabrykować",fabrykuje,fabrykuj,fabrykować,製造,manufacture,denomitive,aorist,0,0
"3050","falować",faluje,faluj,falować,波打つ,undulate,denomitive,aorist,0,0
"3051","falsyfikować",falsyfikuje,falsyfikuj,falsyfikować,フォージ,forge,denomitive,aorist,0,0
"3052","fantazjować",fantazjuje,fantazjuj,fantazjować,幻想的,fantasize,denomitive,aorist,0,0
"3053","farbować",farbuje,farbuj,farbować,染料,dye,denomitive,aorist,0,0
"3054","fascynować",fascynuje,fascynuj,fascynować,魅了する,fascinate,denomitive,aorist,0,0
"3055","fasować",fasuje,fasuj,fasować,パック,pack,denomitive,aorist,0,0
"3056","fastrygować",fastryguje,fastryguj,fastrygować,バスト,baste,denomitive,aorist,0,0
"3057","faszerować",faszeruje,faszeruj,faszerować,もの,stuff,denomitive,aorist,0,0
"3058","faszyzować",faszyzuje,faszyzuj,faszyzować,魅力,fascise,denomitive,aorist,0,0
"3059","fatygować",fatyguje,fatyguj,fatygować,問題,trouble,denomitive,aorist,0,0
"3060","faulować",fauluje,fauluj,faulować,ファウル,foul,denomitive,aorist,0,0
"3061","faworyzować",faworyzuje,faworyzuj,faworyzować,好意,favor,denomitive,aorist,0,0
"3062","fałdować",fałduje,fałduj,fałdować,しわ,pucker,denomitive,aorist,0,0
"3063","fałszować",fałszuje,fałszuj,fałszować,改ざん,falsify,denomitive,aorist,0,0
"3064","fechtować",fechtuje,fechtuj,fechtować,フェンス,fence,denomitive,aorist,0,0
"3065","fedrować",fedruje,fedruj,fedrować,供給,fed,denomitive,aorist,0,0
"3066","feminizować",feminizuje,feminizuj,feminizować,女性化する,feminize,denomitive,aorist,0,0
"3067","fermentować",fermentuje,fermentuj,fermentować,発酵,ferment,denomitive,aorist,0,0
"3068","ferować",feruje,feruj,ferować,合格,pass,denomitive,aorist,0,0
"3069","fetować",fetuje,fetuj,fetować,フェテ,fete,denomitive,aorist,0,0
"3070","figlować",figluje,figluj,figlować,戯れる,frolic,denomitive,aorist,0,0
"3071","figurować",figuruje,figuruj,figurować,形,figure,denomitive,aorist,0,0
"3072","fiksować",fiksuje,fiksuj,fiksować,絶賛,rave,denomitive,aorist,0,0
"3073","filmować",filmuje,filmuj,filmować,映画,film,denomitive,aorist,0,0
"3074","filować",filuje,filuj,filować,煙,smoke,denomitive,aorist,0,0
"3075","filozofować",filozofuje,filozofuj,filozofować,哲学,philosophize,denomitive,aorist,0,0
"3076","filtrować",filtruje,filtruj,filtrować,フィルター,filter,denomitive,aorist,0,0
"3077","finalizować",finalizuje,finalizuj,finalizować,ファイナライズ,finalize,denomitive,aorist,0,0
"3078","finansować",finansuje,finansuj,finansować,ファイナンス,finance,denomitive,aorist,0,0
"3079","fingować",finguje,finguj,fingować,シミュレートする,simulate,denomitive,aorist,0,0
"3080","finiszować",finiszuje,finiszuj,finiszować,スパート,spurt,denomitive,aorist,0,0
"3081","firmować",firmuje,firmuj,firmować,ブランド,brand,denomitive,aorist,0,0
"3082","flancować",flancuje,flancuj,flancować,工場,plant,denomitive,aorist,0,0
"3083","flankować",flankuje,flankuj,flankować,側面,flank,denomitive,aorist,0,0
"3084","flekować",flekuje,flekuj,flekować,斑点,fleck,denomitive,aorist,0,0
"3085","fluktuować",fluktuuje,fluktuuj,fluktuować,変動する,fluctuate,denomitive,aorist,0,0
"3086","folgować",folguje,folguj,folgować,ふける,indulge,denomitive,aorist,0,0
"3087","formatować",formatuje,formatuj,formatować,フォーマット,format,denomitive,aorist,0,0
"3088","formować",formuje,formuj,formować,形,form,denomitive,aorist,0,0
"3089","formułować",formułuje,formułuj,formułować,形,shape,denomitive,aorist,0,0
"3090","fortyfikować",fortyfikuje,fortyfikuj,fortyfikować,要塞化,fortify,denomitive,aorist,0,0
"3091","fotografować",fotografuje,fotografuj,fotografować,写真,photograph,denomitive,aorist,0,0
"3092","frapować",frapuje,frapuj,frapować,印象づける,impress,denomitive,aorist,0,0
"3093","frasować",frasuje,frasuj,frasować,心配,worry,denomitive,aorist,0,0
"3094","fristajlować",fristajluje,fristajluj,fristajlować,フリースタイル,freestyle,denomitive,aorist,0,0
"3095","frustrować",frustruje,frustruj,frustrować,欲求不満,frustrate,denomitive,aorist,0,0
"3096","fugować",fuguje,fuguj,fugować,ジョイント,joint,denomitive,aorist,0,0
"3097","fundować",funduje,funduj,fundować,扱う,treat,denomitive,aorist,0,0
"3098","fungować",funguje,funguj,fungować,真菌,fungus,denomitive,aorist,0,0
"3099","funkcjonować",funkcjonuje,funkcjonuj,funkcjonować,関数,function,denomitive,aorist,0,0
"3100","fuszerować",fuszeruje,fuszeruj,fuszerować,バングル,bungle,denomitive,aorist,0,0
"3101","futrować",futruje,futruj,futrować,ボード,board,denomitive,aorist,0,0
"3102","galopować",galopuje,galopuj,galopować,ギャロップ,gallop,denomitive,aorist,0,0
"3103","garbować",garbuje,garbuj,garbować,日焼け,tan,denomitive,aorist,0,0
"3104","gardłować",gardłuje,gardłuj,gardłować,叫び,clamor,denomitive,aorist,0,0
"3105","garować",garuje,garuj,garować,ガーナー,garner,denomitive,aorist,0,0
"3106","gazować",gazuje,gazuj,gazować,ガス,gas,denomitive,aorist,0,0
"3107","generalizować",generalizuje,generalizuj,generalizować,一般化する,generalize,denomitive,aorist,0,0
"3108","generować",generuje,generuj,generować,生成,generate,denomitive,aorist,0,0
"3109","gilotynować",gilotynuje,gilotynuj,gilotynować,ギロチン,guillotine,denomitive,aorist,0,0
"3110","gimnastykować",gimnastykuje,gimnastykuj,gimnastykować,運動する,to exercise,denomitive,aorist,0,0
"3111","gloryfikować",gloryfikuje,gloryfikuj,gloryfikować,栄光を与える,glorify,denomitive,aorist,0,0
"3112","googlować",googluje,googluj,googlować,グーグル,google,denomitive,aorist,0,0
"3113","gospodarować",gospodaruje,gospodaruj,gospodarować,管理,manage,denomitive,aorist,0,0
"3114","grasować",grasuje,grasuj,grasować,うろつき,prowl,denomitive,aorist,0,0
"3115","gratulować",gratuluje,gratuluj,gratulować,おめでとう,congratulate,denomitive,aorist,0,0
"3116","grawerować",graweruje,graweruj,grawerować,刻む,engrave,denomitive,aorist,0,0
"3117","grawitować",grawituje,grawituj,grawitować,引き寄せる,gravitate,denomitive,aorist,0,0
"3118","grillować",grilluje,grilluj,grillować,グリル,Grill,denomitive,aorist,0,0
"3119","gruntować",gruntuje,gruntuj,gruntować,プライマー,primer,denomitive,aorist,0,0
"3120","grupować",grupuje,grupuj,grupować,グループ,group,denomitive,aorist,0,0
"3121","grzybkować",grzybkuje,grzybkuj,grzybkować,キノコ,mushroom,denomitive,aorist,0,0
"3122","gustować",gustuje,gustuj,gustować,お気に入り,like,denomitive,aorist,0,0
"3123","gwarantować",gwarantuje,gwarantuj,gwarantować,保証,guarantee,denomitive,aorist,0,0
"3124","górować",góruje,góruj,górować,タワー,tower,denomitive,aorist,0,0
"3125","głodować",głoduje,głoduj,głodować,飢え,starve,denomitive,aorist,0,0
"3126","głosować",głosuje,głosuj,głosować,投票,vote,denomitive,aorist,0,0
"3127","główkować",główkuje,główkuj,główkować,頭,head,denomitive,aorist,0,0
"3128","hajcować",hajcuje,hajcuj,hajcować,ヒッチする,to hitch,denomitive,aorist,0,0
"3129","hajlować",hajluje,hajluj,hajlować,歓声,hailing,denomitive,aorist,0,0
"3130","hakować",hakuje,hakuj,hakować,ハック,hack,denomitive,aorist,0,0
"3131","halsować",halsuje,halsuj,halsować,タック,tack,denomitive,aorist,0,0
"3132","halucynować",halucynuje,halucynuj,halucynować,幻覚,hallucinate,denomitive,aorist,0,0
"3133","hamować",hamuje,hamuj,hamować,禁止する,inhibit,denomitive,aorist,0,0
"3134","handlować",handluje,handluj,handlować,トレード,trade,denomitive,aorist,0,0
"3135","harcować",harcuje,harcuj,harcować,プランス,prance,denomitive,aorist,0,0
"3136","harować",haruje,haruj,harować,労苦,toil,denomitive,aorist,0,0
"3137","hartować",hartuje,hartuj,hartować,気性,temper,denomitive,aorist,0,0
"3138","hałasować",hałasuje,hałasuj,hałasować,騒ぐ,make noise,denomitive,aorist,0,0
"3139","hibernować",hibernuje,hibernuj,hibernować,休止状態,hibernate,denomitive,aorist,0,0
"3140","hipnotyzować",hipnotyzuje,hipnotyzuj,hipnotyzować,催眠術をかける,hypnotize,denomitive,aorist,0,0
"3141","histeryzować",histeryzuje,histeryzuj,histeryzować,ヒステリック,hysterical,denomitive,aorist,0,0
"3142","holować",holuje,holuj,holować,牽引,tow,denomitive,aorist,0,0
"3143","honorować",honoruje,honoruj,honorować,名誉,honor,denomitive,aorist,0,0
"3144","hospitalizować",hospitalizuje,hospitalizuj,hospitalizować,入院する,hospitalize,denomitive,aorist,0,0
"3145","hołdować",hołduje,hołduj,hołdować,礼拝へ,to worship,denomitive,aorist,0,0
"3146","idealizować",idealizuje,idealizuj,idealizować,理想化,idealize,denomitive,aorist,0,0
"3147","identyfikować",identyfikuje,identyfikuj,identyfikować,識別,identify,denomitive,aorist,0,0
"3148","ignorować",ignoruje,ignoruj,ignorować,無視,ignore,denomitive,aorist,0,0
"3149","iluminować",iluminuje,iluminuj,iluminować,を明らかにする,illuminate,denomitive,aorist,0,0
"3150","ilustrować",ilustruje,ilustruj,ilustrować,説明する,illustrate,denomitive,aorist,0,0
"3151","imitować",imituje,imituj,imitować,模倣する,imitate,denomitive,aorist,0,0
"3152","immunizować",immunizuje,immunizuj,immunizować,免疫する,immunize,denomitive,aorist,0,0
"3153","implantować",implantuje,implantuj,implantować,インプラント,implant,denomitive,aorist,0,0
"3154","implementować",implementuje,implementuj,implementować,埋め込む,implement,denomitive,aorist,0,0
"3155","implikować",implikuje,implikuj,implikować,意味する,imply,denomitive,aorist,0,0
"3156","implodować",imploduje,imploduj,implodować,崩壊する,implode,denomitive,aorist,0,0
"3157","imponować",imponuje,imponuj,imponować,印象づける,impress,denomitive,aorist,0,0
"3158","importować",importuje,importuj,importować,輸入,import,denomitive,aorist,0,0
"3159","impregnować",impregnuje,impregnuj,impregnować,含浸,impregnate,denomitive,aorist,0,0
"3160","imprezować",imprezuje,imprezuj,imprezować,パーティー,partying,denomitive,aorist,0,0
"3161","improwizować",improwizuje,improwizuj,improwizować,即興,improvise,denomitive,aorist,0,0
"3162","imputować",imputuje,imputuj,imputować,帰属,impute,denomitive,aorist,0,0
"3163","inaugurować",inauguruje,inauguruj,inaugurować,発足,inaugurate,denomitive,aorist,0,0
"3164","indagować",indaguje,indaguj,indagować,質問する,interrogate,denomitive,aorist,0,0
"3165","indoktrynować",indoktrynuje,indoktrynuj,indoktrynować,教え込む,indoctrinate,denomitive,aorist,0,0
"3166","indukować",indukuje,indukuj,indukować,誘発する,induce,denomitive,aorist,0,0
"3167","indykować",indykuje,indykuj,indykować,誘発する,induce,denomitive,aorist,0,0
"3168","infekować",infekuje,infekuj,infekować,感染する,infect,denomitive,aorist,0,0
"3169","infiltrować",infiltruje,infiltruj,infiltrować,潜入,infiltrate,denomitive,aorist,0,0
"3170","informować",informuje,informuj,informować,知らせる,inform,denomitive,aorist,0,0
"3171","ingerować",ingeruje,ingeruj,ingerować,干渉,interfere,denomitive,aorist,0,0
"3172","inicjować",inicjuje,inicjuj,inicjować,開始する,initiate,denomitive,aorist,0,0
"3173","inkantować",inkantuje,inkantuj,inkantować,聖歌,chant,denomitive,aorist,0,0
"3174","inkarcerować",inkarceruje,inkarceruj,inkarcerować,投獄する,incarcerate,denomitive,aorist,0,0
"3175","inkarnować",inkarnuje,inkarnuj,inkarnować,転生する,to incarnate,denomitive,aorist,0,0
"3176","inkasować",inkasuje,inkasuj,inkasować,収集,collect,denomitive,aorist,0,0
"3177","inkorporować",inkorporuje,inkorporuj,inkorporować,組み込む,incorporate,denomitive,aorist,0,0
"3178","inkryminować",inkryminuje,inkryminuj,inkryminować,罪を犯す,incriminate,denomitive,aorist,0,0
"3179","inkubować",inkubuje,inkubuj,inkubować,インキュベート,incubate,denomitive,aorist,0,0
"3180","inscenizować",inscenizuje,inscenizuj,inscenizować,ステージ,stage,denomitive,aorist,0,0
"3181","inseminować",inseminuje,inseminuj,inseminować,植え付ける,inseminate,denomitive,aorist,0,0
"3182","inspirować",inspiruje,inspiruj,inspirować,インスパイヤ,inspire,denomitive,aorist,0,0
"3183","instalować",instaluje,instaluj,instalować,インストール,install,denomitive,aorist,0,0
"3184","instruować",instruuje,instruuj,instruować,指示する,instruct,denomitive,aorist,0,0
"3185","insynuować",insynuuje,insynuuj,insynuować,ほのめかす,insinuate,denomitive,aorist,0,0
"3186","integrować",integruje,integruj,integrować,統合,integrate,denomitive,aorist,0,0
"3187","intensyfikować",intensyfikuje,intensyfikuj,intensyfikować,激化,intensify,denomitive,aorist,0,0
"3188","interesować",interesuje,interesuj,interesować,興味,interest,denomitive,aorist,0,0
"3189","internalizować",internalizuje,internalizuj,internalizować,内面化,internalize,denomitive,aorist,0,0
"3190","internować",internuje,internuj,internować,インターン,intern,denomitive,aorist,0,0
"3191","interpolować",interpoluje,interpoluj,interpolować,補間する,interpolate,denomitive,aorist,0,0
"3192","interpretować",interpretuje,interpretuj,interpretować,解釈する,to interpret,denomitive,aorist,0,0
"3193","interweniować",interweniuje,interweniuj,interweniować,介入する,intervene,denomitive,aorist,0,0
"3194","intrygować",intryguje,intryguj,intrygować,陰謀,intrigue,denomitive,aorist,0,0
"3195","intubować",intubuje,intubuj,intubować,挿管する,intubate,denomitive,aorist,0,0
"3196","inwestować",inwestuje,inwestuj,inwestować,投資,invest,denomitive,aorist,0,0
"3197","inwigilować",inwigiluje,inwigiluj,inwigilować,目を離さない,keep an eye on,denomitive,aorist,0,0
"3198","ironizować",ironizuje,ironizuj,ironizować,アイロンをかける,ironize,denomitive,aorist,0,0
"3199","irytować",irytuje,irytuj,irytować,イライラする,irritate,denomitive,aorist,0,0
"3200","izolować",izoluje,izoluj,izolować,分離する,isolate,denomitive,aorist,0,0
"3201","jajeczkować",jajeczkuje,jajeczkuj,jajeczkować,排卵する,ovulate,denomitive,aorist,0,0
"3202","jazzować",jazzuje,jazzuj,jazzować,ジャズ,jazz,denomitive,aorist,0,0
"3203","jodłować",jodłuje,jodłuj,jodłować,ヨーデル,yodel,denomitive,aorist,0,0
"3204","jonizować",jonizuje,jonizuj,jonizować,イオン化,ionize,denomitive,aorist,0,0
"3205","kablować",kabluje,kabluj,kablować,ケーブル,cable,denomitive,aorist,0,0
"3206","kadrować",kadruje,kadruj,kadrować,フレーム,frame,denomitive,aorist,0,0
"3207","kalibrować",kalibruje,kalibruj,kalibrować,キャリブレーション,calibrate,denomitive,aorist,0,0
"3208","kalkować",kalkuje,kalkuj,kalkować,トレースオーバー,trace over,denomitive,aorist,0,0
"3209","kalkulować",kalkuluje,kalkuluj,kalkulować,計算する,calculate,denomitive,aorist,0,0
"3210","kamerować",kameruje,kameruj,kamerować,カメラ,camera,denomitive,aorist,0,0
"3211","kamieniować",kamieniuje,kamieniuj,kamieniować,結石,stone,denomitive,aorist,0,0
"3212","kamuflować",kamufluje,kamufluj,kamuflować,迷彩,camouflage,denomitive,aorist,0,0
"3213","kandydować",kandyduje,kandyduj,kandydować,立つ,to stand,denomitive,aorist,0,0
"3214","kandyzować",kandyzuje,kandyzuj,kandyzować,お菓子,confection,denomitive,aorist,0,0
"3215","kanonizować",kanonizuje,kanonizuj,kanonizować,正規化,canonize,denomitive,aorist,0,0
"3216","kantować",kantuje,kantuj,kantować,騙す,trick,denomitive,aorist,0,0
"3217","kapitulować",kapituluje,kapituluj,kapitulować,capitulate,capitulate,denomitive,aorist,0,0
"3218","kapować",kapuje,kapuj,kapować,滴下,drip,denomitive,aorist,0,0
"3219","kaptować",kaptuje,kaptuj,kaptować,宣伝,tout,denomitive,aorist,0,0
"3220","karbować",karbuje,karbuj,karbować,スコア,score,denomitive,aorist,0,0
"3221","karczować",karczuje,karczuj,karczować,グラブ,grub,denomitive,aorist,0,0
"3222","karmelizować",karmelizuje,karmelizuj,karmelizować,キャラメリゼ,caramelize,denomitive,aorist,0,0
"3223","kartkować",kartkuje,kartkuj,kartkować,リーフスルー,leaf through,denomitive,aorist,0,0
"3224","kartować",kartuje,kartuj,kartować,チャート,chart,denomitive,aorist,0,0
"3225","kastrować",kastruje,kastruj,kastrować,キャストレート,castrate,denomitive,aorist,0,0
"3226","katalizować",katalizuje,katalizuj,katalizować,触媒する,catalyze,denomitive,aorist,0,0
"3227","katalogować",kataloguje,kataloguj,katalogować,カタログ,catalog,denomitive,aorist,0,0
"3228","katapultować",katapultuje,katapultuj,katapultować,カタパルト,catapult,denomitive,aorist,0,0
"3229","kategoryzować",kategoryzuje,kategoryzuj,kategoryzować,分類する,categorize,denomitive,aorist,0,0
"3230","katować",katuje,katuj,katować,拷問,torture,denomitive,aorist,0,0
"3231","kawałkować",kawałkuje,kawałkuj,kawałkować,別れる,break up,denomitive,aorist,0,0
"3232","kibicować",kibicuje,kibicuj,kibicować,応援,cheer,denomitive,aorist,0,0
"3233","kiblować",kibluje,kibluj,kiblować,ごみに,to litter,denomitive,aorist,0,0
